X0,X1,X2,X3,X4,X5,Y0,Y1,Y2,Y3,U0,U1,U2,U3
1.145999431610107422e+00,-8.332102298736572266e-01,-1.191773414611816406e+00,-1.015992164611816406e+00,1.115505933761596680e+00,1.012188911437988281e+00,-1.285773277282714844e+00,-2.595967650413513184e-01,8.829043507575988770e-01,-2.659089088439941406e+00,-2.401265605206453824e+00,6.540359463804974460e-01,5.451801005381802234e-01,-4.141622126721892450e+00
1.105045557022094727e+00,-1.266870975494384766e+00,-1.491286396980285645e+00,-7.100597620010375977e-01,8.280637860298156738e-01,2.429482936859130859e-01,-1.726276874542236328e+00,1.416065841913223267e-01,8.901553750038146973e-01,-2.731259107589721680e+00,-2.401600191071540991e+00,6.213223977408121046e-01,6.168050650136983615e-01,-4.137440691947435134e+00
1.452348232269287109e+00,-1.211358070373535156e+00,-1.419062018394470215e+00,-1.178588986396789551e+00,6.500890851020812988e-01,1.894638240337371826e-01,-1.925599098205566406e+00,3.201395273208618164e-01,6.737616062164306641e-01,-3.401902198791503906e+00,-2.401910187200310354e+00,5.880191681363455825e-01,6.872247044065246113e-01,-4.132972796052186482e+00
1.303726196289062500e+00,-1.447462320327758789e+00,-1.517412304878234863e+00,-1.447972416877746582e+00,6.830154061317443848e-01,1.037120819091796875e-05,-2.147345304489135742e+00,1.823332011699676514e-01,9.074767827987670898e-01,-3.450867414474487305e+00,-2.402196607639132342e+00,5.541745457969667887e-01,7.564351392321484457e-01,-4.128223338172842816e+00
1.331726551055908203e+00,-1.426834344863891602e+00,-1.509227633476257324e+00,-1.575609087944030762e+00,5.312498211860656738e-01,-2.281968295574188232e-01,-2.407847881317138672e+00,3.054417967796325684e-01,8.061335682868957520e-01,-3.395549774169921875e+00,-2.402460473439613331e+00,5.198336446632864094e-01,8.244381155772129155e-01,-4.123197197095653799e+00
1.358406305313110352e+00,-1.431921005249023438e+00,-1.595525979995727539e+00,-1.744384765625000000e+00,4.782390892505645752e-01,-3.142454624176025391e-01,-2.496340274810791016e+00,3.377670943737030029e-01,8.686845302581787109e-01,-3.444255352020263672e+00,-2.402702843269845179e+00,4.850368492863861292e-01,8.912456263907289067e-01,-4.117899251027559160e+00
1.422791838645935059e+00,-1.464831113815307617e+00,-1.681304216384887695e+00,-1.886476516723632812e+00,5.209701657295227051e-01,-3.113318383693695068e-01,-2.410090923309326172e+00,3.339972496032714844e-01,9.610475301742553711e-01,-3.685412645339965820e+00,-2.402924741425779054e+00,4.498277466345256270e-01,9.568628927426818809e-01,-4.112334389042925586e+00
1.444476366043090820e+00,-1.542596340179443359e+00,-1.765480995178222656e+00,-1.968438386917114258e+00,5.347146987915039062e-01,-3.214945197105407715e-01,-2.366665840148925781e+00,3.349787294864654541e-01,1.031818151473999023e+00,-3.825828790664672852e+00,-2.403127118587171207e+00,4.142439902407528129e-01,1.021298013088316914e+00,-4.106507315476356723e+00
1.455490350723266602e+00,-1.580893993377685547e+00,-1.843416213989257812e+00,-2.041819572448730469e+00,5.316618680953979492e-01,-3.317595720291137695e-01,-2.357055902481079102e+00,3.358663618564605713e-01,1.083173871040344238e+00,-3.918034315109252930e+00,-2.403310966353174205e+00,3.783269476214273785e-01,1.084558194802711650e+00,-4.100422873009331504e+00
1.448338031768798828e+00,-1.612710952758789062e+00,-1.914476990699768066e+00,-2.107536315917968750e+00,5.429497957229614258e-01,-3.391230702400207520e-01,-2.354569196701049805e+00,3.169160187244415283e-01,1.146161198616027832e+00,-3.984026432037353516e+00,-2.403477250296046197e+00,3.421159516476275919e-01,1.146652238105417609e+00,-4.094085852416760929e+00
1.431046962738037109e+00,-1.632172226905822754e+00,-1.975479125976562500e+00,-2.161545038223266602e+00,5.494480729103088379e-01,-3.486774563789367676e-01,-2.370967864990234375e+00,2.951850295066833496e-01,1.202658414840698242e+00,-4.017833709716796875e+00,-2.403626848723666942e+00,3.056360448980736111e-01,1.207601719120180439e+00,-4.087500688885592481e+00
1.408398866653442383e+00,-1.640588998794555664e+00,-2.033349037170410156e+00,-2.211166858673095703e+00,5.602375864982604980e-01,-3.568140268325805664e-01,-2.384237766265869141e+00,2.665119767189025879e-01,1.262537837028503418e+00,-4.039877414703369141e+00,-2.403760709328655931e+00,2.689287929845290415e-01,1.267413050534139440e+00,-4.080672227320667034e+00
1.382361412048339844e+00,-1.644416570663452148e+00,-2.086023092269897461e+00,-2.256152868270874023e+00,5.745644569396972656e-01,-3.634984493255615234e-01,-2.394581556320190430e+00,2.332185804843902588e-01,1.323222398757934570e+00,-4.051713466644287109e+00,-2.403879689557431920e+00,2.320250666588976884e-01,1.326100183389413045e+00,-4.073605001366169986e+00
1.355025053024291992e+00,-1.644459247589111328e+00,-2.135364294052124023e+00,-2.297878742218017578e+00,5.908161401748657227e-01,-3.680950403213500977e-01,-2.401523590087890625e+00,1.974072158336639404e-01,1.383421421051025391e+00,-4.057546615600585938e+00,-2.403984566334301576e+00,1.949481331581442989e-01,1.383680934647741445e+00,-4.066303291321023750e+00
1.327373027801513672e+00,-1.642323970794677734e+00,-2.181235790252685547e+00,-2.337616443634033203e+00,6.095883846282958984e-01,-3.695536255836486816e-01,-2.402745723724365234e+00,1.594817042350769043e-01,1.442880868911743164e+00,-4.060842037200927734e+00,-2.404076217787903147e+00,1.577344697195063317e-01,1.440166351897706143e+00,-4.058771821101398558e+00
