X0,X1,X2,X3,X4,X5,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,U0,U1,U2
9.126257151365280151e-02,1.663774698972702026e-01,1.083434596657752991e-01,-2.412291914224624634e-01,8.412314951419830322e-02,4.713902622461318970e-02,3.601052761077880859e-01,-1.088593155145645142e-02,1.987697929143905640e-02,2.732907235622406006e-02,-1.190766692161560059e-02,1.489222049713134766e-04,-1.335847377777099609e-01,-1.767418384552001953e-01,2.927492856979370117e-01,1.318719778061679948e-01,7.869386398901100435e-03,1.967346599725280143e+01
9.400573372840881348e-02,1.700862646102905273e-01,1.048913523554801941e-01,-2.365516126155853271e-01,8.973555266857147217e-02,4.711720719933509827e-02,3.592783212661743164e-01,-1.134163141250610352e-02,2.193715795874595642e-02,3.059226833283901215e-02,-2.410069108009338379e-03,3.663428069557994604e-04,-1.409318596124649048e-01,-1.850921809673309326e-01,2.886627614498138428e-01,1.423855953991740031e-01,8.461018069394600147e-03,2.115254517348650154e+01
9.083104133605957031e-02,1.750516891479492188e-01,1.015971973538398743e-01,-2.303604483604431152e-01,9.304027259349822998e-02,4.796661809086799622e-02,3.543430566787719727e-01,-1.232303865253925323e-02,2.359883859753608704e-02,2.623802423477172852e-02,2.245008945465087891e-03,4.667488683480769396e-04,-1.516772806644439697e-01,-1.911278665065765381e-01,2.801616489887237549e-01,1.524869402600619872e-01,9.023792894398800779e-03,2.255948223599699887e+01
8.425168693065643311e-02,1.848061829805374146e-01,1.030679568648338318e-01,-2.256352305412292480e-01,9.818877279758453369e-02,4.073579609394073486e-02,3.503457307815551758e-01,-1.460970938205718994e-02,2.619835361838340759e-02,2.962634339928627014e-02,1.117438077926635742e-04,1.616253866814076900e-04,-1.775981187820434570e-01,-1.900173127651214600e-01,2.727991640567779541e-01,1.621920229138689995e-01,9.559105154525300574e-03,2.389776288631340151e+01
8.459261059761047363e-02,1.939104348421096802e-01,1.007814332842826843e-01,-2.285435199737548828e-01,1.140576899051666260e-01,2.353037893772125244e-02,3.557676672935485840e-01,-1.768827438354492188e-02,3.008006326854228973e-02,6.238443776965141296e-02,-4.458636045455932617e-03,-5.920202238485217094e-04,-2.109159082174301147e-01,-2.002837359905242920e-01,2.686419188976287842e-01,1.715166266244100013e-01,1.006831542419400066e-02,2.517078856048510005e+01
7.703290879726409912e-02,2.005810439586639404e-01,1.048381254076957703e-01,-2.335307896137237549e-01,1.199289858341217041e-01,1.473983377218246460e-02,3.570488095283508301e-01,-2.020390331745147705e-02,3.159177675843238831e-02,7.272155582904815674e-02,-1.842236518859863281e-02,-1.371370744891464710e-03,-2.337460070848464966e-01,-2.014960944652557373e-01,2.682748436927795410e-01,1.804755716108689956e-01,1.055268794334249943e-02,2.638171985835629840e+01
7.322914898395538330e-02,1.998459100723266602e-01,1.059745252132415771e-01,-2.280988693237304688e-01,1.210896670818328857e-01,1.099448651075363159e-02,3.479771018028259277e-01,-2.131133526563644409e-02,3.272155672311782837e-02,7.611130177974700928e-02,-1.964563131332397461e-02,-1.564500387758016586e-03,-2.397568225860595703e-01,-1.966578364372253418e-01,2.632339894771575928e-01,1.890832159621639863e-01,1.101343598558869943e-02,2.753358996397160041e+01
7.055972516536712646e-02,1.984647512435913086e-01,1.054067388176918030e-01,-2.221782356500625610e-01,1.189339309930801392e-01,9.422525763511657715e-03,3.400667905807495117e-01,-2.149891480803489685e-02,3.269616514444351196e-02,7.408624887466430664e-02,-1.905530691146850586e-02,-1.528723631054162979e-03,-2.405661642551422119e-01,-1.899679303169250488e-01,2.573850452899932861e-01,1.973533742572169958e-01,1.145171531126370004e-02,2.862928827815920130e+01
6.786328554153442383e-02,1.975155025720596313e-01,1.060104519128799438e-01,-2.159499228000640869e-01,1.175493448972702026e-01,6.491288542747497559e-03,3.315679728984832764e-01,-2.193953469395637512e-02,3.309465572237968445e-02,7.423335313796997070e-02,-1.861265301704406738e-02,-1.570947235450148582e-03,-2.435573637485504150e-01,-1.820891797542572021e-01,2.521585822105407715e-01,2.052992662655589995e-01,1.186862051622999958e-02,2.967155129057490015e+01
6.478101015090942383e-02,1.968884766101837158e-01,1.063286885619163513e-01,-2.109342813491821289e-01,1.164312660694122314e-01,4.737332463264465332e-03,3.241263628005981445e-01,-2.237837761640548706e-02,3.338580206036567688e-02,7.296463102102279663e-02,-1.895621418952941895e-02,-1.620784401893615723e-03,-2.462567985057830811e-01,-1.766400188207626343e-01,2.473178207874298096e-01,2.129335945961429999e-01,1.226519293477009928e-02,3.066298233692529962e+01
