X0,X1,X2,X3,X4,X5,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,U0,U1,U2
1.025501713156700134e-01,1.635855883359909058e-01,1.034929156303405762e-01,-2.595463991165161133e-01,7.937428355216979980e-02,4.834301024675369263e-02,3.850358128547668457e-01,-8.017081767320632935e-03,1.524982787668704987e-02,3.259757906198501587e-02,-1.800996065139770508e-02,1.852872956078499556e-04,-1.158032864332199097e-01,-1.819304227828979492e-01,3.055922389030456543e-01,1.318719778061679948e-01,7.869386398901100435e-03,1.967346599725280143e+01
1.070794612169265747e-01,1.754471659660339355e-01,1.056117042899131775e-01,-2.480319142341613770e-01,8.735638856887817383e-02,5.269733071327209473e-02,3.830359876155853271e-01,-9.198465384542942047e-03,2.046326361596584320e-02,2.665444090962409973e-02,5.070313811302185059e-03,7.438277243636548519e-04,-1.325813084840774536e-01,-1.903454661369323730e-01,3.049261271953582764e-01,1.423855953991740031e-01,8.461018069394600147e-03,2.115254517348650154e+01
1.072203069925308228e-01,1.777902543544769287e-01,9.697677195072174072e-02,-2.480354607105255127e-01,8.641009032726287842e-02,4.971569404006004333e-02,3.867293596267700195e-01,-8.678441867232322693e-03,1.897869445383548737e-02,2.769035473465919495e-02,3.857046365737915039e-03,8.503997232764959335e-04,-1.366369724273681641e-01,-1.931810677051544189e-01,2.959897816181182861e-01,1.524869402600619872e-01,9.023792894398800779e-03,2.255948223599699887e+01
7.909449934959411621e-02,1.913435906171798706e-01,1.087104752659797668e-01,-2.334251850843429565e-01,7.363530993461608887e-02,5.548628047108650208e-02,3.642434477806091309e-01,-1.175386738032102585e-02,1.968641206622123718e-02,-1.903494074940681458e-02,-9.012684226036071777e-03,5.987235344946384430e-04,-1.624032258987426758e-01,-1.693224012851715088e-01,2.814143300056457520e-01,1.621920229138689995e-01,9.559105154525300574e-03,2.389776288631340151e+01
9.594480693340301514e-02,1.966042816638946533e-01,1.042297855019569397e-01,-2.318879514932632446e-01,9.093692898750305176e-02,3.645802289247512817e-02,3.750659227371215820e-01,-1.259289123117923737e-02,2.425973676145076752e-02,2.739236690104007721e-02,7.409065961837768555e-03,6.432855152525007725e-04,-1.835708916187286377e-01,-1.765552312135696411e-01,2.831126749515533447e-01,1.715166266244100013e-01,1.006831542419400066e-02,2.517078856048510005e+01
7.703290879726409912e-02,2.005810439586639404e-01,1.048381254076957703e-01,-2.335307896137237549e-01,1.199289858341217041e-01,1.473983377218246460e-02,3.570488095283508301e-01,-2.020390331745147705e-02,3.159177675843238831e-02,7.272155582904815674e-02,-1.842236518859863281e-02,-1.371370744891464710e-03,-2.337460070848464966e-01,-2.014960944652557373e-01,2.682748436927795410e-01,1.804755716108689956e-01,1.055268794334249943e-02,2.638171985835629840e+01
9.061497449874877930e-02,1.957606524229049683e-01,9.126188606023788452e-02,-2.223611623048782349e-01,9.068357944488525391e-02,2.044523507356643677e-02,3.646745681762695312e-01,-1.321885734796524048e-02,2.295961230993270874e-02,4.299641400575637817e-02,1.253485679626464844e-03,5.018808878958225250e-04,-1.985953450202941895e-01,-1.673059761524200439e-01,2.585297822952270508e-01,1.890832159621639863e-01,1.101343598558869943e-02,2.753358996397160041e+01
7.115860283374786377e-02,1.982485651969909668e-01,9.550024569034576416e-02,-2.201906889677047729e-01,9.756134450435638428e-02,1.619967073202133179e-02,3.468807637691497803e-01,-1.712473481893539429e-02,2.527127414941787720e-02,4.321952909231185913e-02,-1.827682554721832275e-02,-4.799023736268281937e-04,-2.217908799648284912e-01,-1.722172200679779053e-01,2.478674054145812988e-01,1.973533742572169958e-01,1.145171531126370004e-02,2.862928827815920130e+01
7.443292438983917236e-02,1.975370645523071289e-01,9.557061642408370972e-02,-2.132647633552551270e-01,9.611077606678009033e-02,1.286797970533370972e-02,3.428367674350738525e-01,-1.689560338854789734e-02,2.593339793384075165e-02,4.666271433234214783e-02,-1.049008965492248535e-02,-2.478199312463402748e-04,-2.217739224433898926e-01,-1.628790646791458130e-01,2.455875277519226074e-01,2.052992662655589995e-01,1.186862051622999958e-02,2.967155129057490015e+01
6.925371289253234863e-02,1.969597786664962769e-01,9.387743473052978516e-02,-2.103572189807891846e-01,9.555009007453918457e-02,8.910804986953735352e-03,3.362001776695251465e-01,-1.752291992306709290e-02,2.558353729546070099e-02,4.817035421729087830e-02,-1.618963479995727539e-02,-4.451723070815205574e-04,-2.273481786251068115e-01,-1.590394526720046997e-01,2.381335198879241943e-01,2.129335945961429999e-01,1.226519293477009928e-02,3.066298233692529962e+01
6.452721357345581055e-02,1.963780522346496582e-01,9.428259730339050293e-02,-2.041221857070922852e-01,9.403774142265319824e-02,6.413608789443969727e-03,3.265847563743591309e-01,-1.815846376121044159e-02,2.587728202342987061e-02,4.630221426486968994e-02,-1.769757270812988281e-02,-5.196518031880259514e-04,-2.316977083683013916e-01,-1.518942266702651978e-01,2.314686179161071777e-01,2.202685742053709927e-01,1.264242405431850041e-02,3.160606013579609908e+01
6.426914036273956299e-02,1.956687569618225098e-01,9.473243355751037598e-02,-2.049365490674972534e-01,9.498652815818786621e-02,6.152227520942687988e-03,3.262745141983032227e-01,-1.830819621682167053e-02,2.602952532470226288e-02,4.818026348948478699e-02,-1.886624097824096680e-02,-6.037107668817043304e-04,-2.315468639135360718e-01,-1.530459821224212646e-01,2.321959137916564941e-01,2.202685742053709927e-01,1.264242405431850041e-02,3.160606013579609908e+01
6.345297396183013916e-02,1.957316696643829346e-01,9.290677309036254883e-02,-2.032822370529174805e-01,9.424322843551635742e-02,5.933642387390136719e-03,3.246758580207824707e-01,-1.824842579662799835e-02,2.575266920030117035e-02,4.674944281578063965e-02,-1.866404712200164795e-02,-5.499669350683689117e-04,-2.321043014526367188e-01,-1.525648832321166992e-01,2.289234846830368042e-01,2.273159725375230034e-01,1.300125951098080046e-02,3.211380692069690213e+01
6.047756969928741455e-02,1.953971385955810547e-01,9.241066873073577881e-02,-2.007507383823394775e-01,9.407126903533935547e-02,4.619434475898742676e-03,3.197737336158752441e-01,-1.863466948270797729e-02,2.581122517585754395e-02,4.629175364971160889e-02,-2.065488696098327637e-02,-6.410013884305953979e-04,-2.348720133304595947e-01,-1.507286131381988525e-01,2.248316109180450439e-01,2.340870137674679885e-01,1.334259239593029930e-02,3.267109897546809805e+01
5.842003226280212402e-02,1.949402093887329102e-01,9.176330268383026123e-02,-1.978077739477157593e-01,9.339627623558044434e-02,3.152213990688323975e-03,3.152762353420257568e-01,-1.883169263601303101e-02,2.577918395400047302e-02,4.598627239465713501e-02,-2.146792411804199219e-02,-6.773655768483877182e-04,-2.367852032184600830e-01,-1.477699279785156250e-01,2.209299206733703613e-01,2.405925691012449907e-01,1.366727916851370045e-02,3.326244794426820306e+01
5.180111527442932129e-02,1.903793811798095703e-01,1.011893749237060547e-01,-1.946399807929992676e-01,1.036817133426666260e-01,5.187146365642547607e-03,2.985517978668212891e-01,-2.168668061494827271e-02,3.033303096890449524e-02,5.284041538834571838e-02,-2.388730645179748535e-02,-1.404401496984064579e-03,-2.404850274324417114e-01,-1.566764861345291138e-01,2.249753773212432861e-01,2.468430336932619928e-01,1.397613039571569959e-02,3.387414293363899986e+01
6.522089242935180664e-02,1.956914216279983521e-01,8.515429496765136719e-02,-1.930236667394638062e-01,8.948037028312683105e-02,-1.572541892528533936e-03,3.189616203308105469e-01,-1.734562590718269348e-02,2.445757761597633362e-02,4.984300956130027771e-02,-1.288025081157684326e-02,-1.986591378226876259e-04,-2.353864312171936035e-01,-1.393464505672454834e-01,2.152463346719741821e-01,2.528484022218029925e-01,1.426991782936000083e-02,3.449390242289390329e+01
4.315946996212005615e-02,1.922434419393539429e-01,9.124460816383361816e-02,-1.872503310441970825e-01,8.980167657136917114e-02,-2.492725849151611328e-03,2.918799519538879395e-01,-2.022800222039222717e-02,2.508537471294403076e-02,4.070009663701057434e-02,-3.425756841897964478e-02,-1.158972969278693199e-03,-2.468487620353698730e-01,-1.349680125713348389e-01,2.033228278160095215e-01,2.586182990371890256e-01,1.454937725435910024e-02,3.511069242768199672e+01
5.073574185371398926e-02,1.929353922605514526e-01,9.174664318561553955e-02,-1.851637065410614014e-01,9.064637869596481323e-02,-2.578683197498321533e-03,2.960122525691986084e-01,-1.965737529098987579e-02,2.613850496709346771e-02,4.471733793616294861e-02,-2.325889468193054199e-02,-8.446318097412586212e-04,-2.439770251512527466e-01,-1.334942579269409180e-01,2.076631486415863037e-01,2.605801250078850217e-01,1.464375440203249945e-02,3.532359969507370323e+01
4.991981387138366699e-02,1.924514323472976685e-01,9.004896879196166992e-02,-1.873255074024200439e-01,9.056547284126281738e-02,-3.757320344448089600e-03,2.975017428398132324e-01,-1.958099752664566040e-02,2.539647556841373444e-02,4.658804833889007568e-02,-2.704825997352600098e-02,-9.241884108632802963e-04,-2.442274093627929688e-01,-1.346826255321502686e-01,2.064516097307205200e-01,2.605801250078850217e-01,1.464375440203249945e-02,3.532359969507370323e+01
