1.236745789647102356e-01,1.608721762895584106e-01,8.345635235309600830e-02,-2.567016184329986572e-01,8.017353713512420654e-02,6.000036746263504028e-02
9.426759183406829834e-02,1.765186190605163574e-01,1.058011502027511597e-01,-2.466061711311340332e-01,9.007361531257629395e-02,4.939912632107734680e-02
1.078177839517593384e-01,1.783017516136169434e-01,9.930744767189025879e-02,-2.471633851528167725e-01,8.597944676876068115e-02,5.009602755308151245e-02
8.085033297538757324e-02,1.908634901046752930e-01,1.078172028064727783e-01,-2.337439805269241333e-01,7.347112894058227539e-02,5.549619346857070923e-02
9.490692615509033203e-02,1.967289149761199951e-01,1.042590439319610596e-01,-2.319238185882568359e-01,9.085708856582641602e-02,3.656243905425071716e-02
8.864156901836395264e-02,1.994715183973312378e-01,9.652572125196456909e-02,-2.332620322704315186e-01,9.626294672489166260e-02,2.290794625878334045e-02
8.114910125732421875e-02,1.980848759412765503e-01,9.554281085729598999e-02,-2.237211167812347412e-01,9.589678049087524414e-02,1.988323777914047241e-02
7.684630155563354492e-02,1.978961378335952759e-01,9.531673043966293335e-02,-2.194098532199859619e-01,9.683522582054138184e-02,1.590518653392791748e-02
7.301528751850128174e-02,1.974522024393081665e-01,9.472349286079406738e-02,-2.144233286380767822e-01,9.604288637638092041e-02,1.268583536148071289e-02
6.885071098804473877e-02,1.970136165618896484e-01,9.444589167833328247e-02,-2.095127105712890625e-01,9.538745880126953125e-02,9.342536330223083496e-03
6.510517001152038574e-02,1.964139342308044434e-01,9.415794909000396729e-02,-2.044923305511474609e-01,9.433822333812713623e-02,6.093762814998626709e-03
6.404677033424377441e-02,1.956114470958709717e-01,9.464347362518310547e-02,-2.048750817775726318e-01,9.476234018802642822e-02,6.268084049224853516e-03
6.341087818145751953e-02,1.957651376724243164e-01,9.300506114959716797e-02,-2.032425105571746826e-01,9.433467686176300049e-02,5.935959517955780029e-03
