X0,X1,X2,X3,X4,X5,Y0,Y1,Y2,U0,U1,U2,U3
1.391046643257141113e-01,-8.291807956993579865e-03,-2.370150685310363770e-01,1.937341690063476562e-01,-2.801387310028076172e-01,-1.880582571029663086e-01,2.870554924011230469e-01,7.121485471725463867e-01,2.940198481082916260e-01,8.387715229696520725e-01,8.387715229696520725e-01,8.387715229696520725e-01,8.387715229696520725e-01
1.467142105102539062e-01,-3.676303662359714508e-03,-2.415612339973449707e-01,2.074859142303466797e-01,-2.883765101432800293e-01,-1.927824020385742188e-01,2.871565818786621094e-01,7.438364028930664062e-01,2.941044270992279053e-01,8.564590634128068647e-01,8.564590634128068647e-01,8.564590634128068647e-01,8.564590634128068647e-01
1.544907987117767334e-01,9.735301136970520020e-04,-2.462103962898254395e-01,2.214761078357696533e-01,-2.967424988746643066e-01,-1.976488977670669556e-01,2.873304486274719238e-01,7.760178446769714355e-01,2.941931486129760742e-01,8.732664887667168641e-01,8.732664887667168641e-01,8.732664887667168641e-01,8.732664887667168641e-01
1.624311506748199463e-01,5.656305700540542603e-03,-2.509552836418151855e-01,2.357024550437927246e-01,-3.052327334880828857e-01,-2.026608735322952271e-01,2.875710129737854004e-01,8.086722493171691895e-01,2.942793965339660645e-01,8.891557965605892955e-01,8.891557965605892955e-01,8.891557965605892955e-01,8.891557965605892955e-01
1.705325245857238770e-01,1.037302985787391663e-02,-2.557917833328247070e-01,2.501661181449890137e-01,-3.138482272624969482e-01,-2.078197300434112549e-01,2.878729104995727539e-01,8.417840003967285156e-01,2.943596541881561279e-01,9.040913905356044999e-01,9.040913905356044999e-01,9.040913905356044999e-01,9.040913905356044999e-01
1.787916123867034912e-01,1.512904837727546692e-02,-2.607154846191406250e-01,2.648708522319793701e-01,-3.225925564765930176e-01,-2.131235003471374512e-01,2.882273197174072266e-01,8.753371238708496094e-01,2.944283783435821533e-01,9.180401501157187116e-01,9.180401501157187116e-01,9.180401501157187116e-01,9.180401501157187116e-01
1.872034668922424316e-01,1.993134617805480957e-02,-2.657209336757659912e-01,2.798190116882324219e-01,-3.314676284790039062e-01,-2.185665369033813477e-01,2.886219024658203125e-01,9.093083143234252930e-01,2.944787740707397461e-01,9.309714932607593418e-01,9.309714932607593418e-01,9.309714932607593418e-01,9.309714932607593418e-01
1.957604289054870605e-01,2.478791028261184692e-02,-2.708029150962829590e-01,2.950102686882019043e-01,-3.404741883277893066e-01,-2.241407334804534912e-01,2.890430688858032227e-01,9.436656236648559570e-01,2.945060133934020996e-01,9.428574326205216849e-01,9.428574326205216849e-01,9.428574326205216849e-01,9.428574326205216849e-01
2.044537663459777832e-01,2.970843017101287842e-02,-2.759565114974975586e-01,3.104443550109863281e-01,-3.496132493019104004e-01,-2.298375517129898071e-01,2.894752919673919678e-01,9.783762693405151367e-01,2.945068180561065674e-01,9.536726249259865895e-01,9.536726249259865895e-01,9.536726249259865895e-01,9.536726249259865895e-01
2.132742702960968018e-01,3.470365703105926514e-02,-2.811765372753143311e-01,3.261217772960662842e-01,-3.588861525058746338e-01,-2.356481105089187622e-01,2.899014949798583984e-01,1.013406872749328613e+00,2.944775819778442383e-01,9.633944135710799106e-01,9.633944135710799106e-01,9.633944135710799106e-01,9.633944135710799106e-01
2.222066819667816162e-01,3.978628292679786682e-02,-2.864569425582885742e-01,3.420377671718597412e-01,-3.682887852191925049e-01,-2.415625602006912231e-01,2.902988195419311523e-01,1.048710346221923828e+00,2.944204509258270264e-01,9.720028643555724823e-01,9.720028643555724823e-01,9.720028643555724823e-01,9.720028643555724823e-01
2.312373667955398560e-01,4.496782645583152771e-02,-2.917944192886352539e-01,3.581893444061279297e-01,-3.778198361396789551e-01,-2.475719898939132690e-01,2.906481325626373291e-01,1.084245204925537109e+00,2.943397164344787598e-01,9.794807943766976610e-01,9.794807943766976610e-01,9.794807943766976610e-01,9.794807943766976610e-01
2.403679788112640381e-01,5.025491118431091309e-02,-2.971949875354766846e-01,3.745862841606140137e-01,-3.874922096729278564e-01,-2.536729574203491211e-01,2.909484803676605225e-01,1.120007514953613281e+00,2.942371666431427002e-01,9.858137940738402882e-01,9.858137940738402882e-01,9.858137940738402882e-01,9.858137940738402882e-01
