-1.771608740091323853e-02,1.274832058697938919e-02,-2.577419765293598175e-02,-6.884406320750713348e-03,-7.639329414814710617e-03,-2.196087501943111420e-02
-1.359313540160655975e-02,2.203705348074436188e-02,-2.690054848790168762e-02,2.016200218349695206e-03,-5.481345579028129578e-04,-2.147454395890235901e-02
-1.072716247290372849e-02,3.191620856523513794e-02,-2.652110345661640167e-02,1.185262389481067657e-02,5.401902366429567337e-03,-2.156962826848030090e-02
-8.681029081344604492e-03,4.227243736386299133e-02,-2.504156902432441711e-02,2.223484776914119720e-02,1.047944650053977966e-02,-2.209842763841152191e-02
-7.249082438647747040e-03,5.296393483877182007e-02,-2.278291992843151093e-02,3.295542672276496887e-02,1.491108909249305725e-02,-2.295449003577232361e-02
-1.720902323722839355e-02,6.071563437581062317e-02,-2.229965664446353912e-02,2.840969711542129517e-02,1.219055056571960449e-02,-3.440770506858825684e-02
-2.975608035922050476e-02,6.588603556156158447e-02,-2.399284392595291138e-02,2.575404196977615356e-02,1.168270967900753021e-02,-4.453444853425025940e-02
-4.160825163125991821e-02,7.042025774717330933e-02,-2.656939812004566193e-02,2.297583781182765961e-02,1.210877299308776855e-02,-5.352041497826576233e-02
-5.256159231066703796e-02,7.463303208351135254e-02,-2.962952479720115662e-02,2.001561783254146576e-02,1.313965022563934326e-02,-6.155302375555038452e-02
-6.271386146545410156e-02,7.863105833530426025e-02,-3.294368460774421692e-02,1.698314584791660309e-02,1.460267603397369385e-02,-6.878550350666046143e-02
-7.216945290565490723e-02,8.247821033000946045e-02,-3.635351732373237610e-02,1.397344097495079041e-02,1.637966372072696686e-02,-7.534071058034896851e-02
-8.101449161767959595e-02,8.621938526630401611e-02,-3.974679112434387207e-02,1.105546671897172928e-02,1.838514395058155060e-02,-8.131743222475051880e-02
-8.931888639926910400e-02,8.988717198371887207e-02,-4.304453730583190918e-02,8.277345448732376099e-03,2.055637724697589874e-02,-8.679559826850891113e-02
-9.714033454656600952e-02,9.350554645061492920e-02,-4.619226977229118347e-02,5.671551451086997986e-03,2.284689061343669891e-02,-9.184031933546066284e-02
-1.045268550515174866e-01,9.709205478429794312e-02,-4.915358871221542358e-02,3.259006422013044357e-03,2.522207051515579224e-02,-9.650500118732452393e-02
-1.203262507915496826e-01,8.384962379932403564e-02,-4.422912001609802246e-02,-8.275201544165611267e-03,3.613247722387313843e-02,-9.167800843715667725e-02
-1.289499402046203613e-01,7.460328936576843262e-02,-3.773725777864456177e-02,-2.480122260749340057e-02,4.468923434615135193e-02,-8.635800331830978394e-02
-1.369077861309051514e-01,6.595341861248016357e-02,-3.133679553866386414e-02,-4.211707040667533875e-02,5.279044061899185181e-02,-8.062475919723510742e-02
-1.448992192745208740e-01,5.746323242783546448e-02,-2.522652223706245422e-02,-5.970573052763938904e-02,6.072233989834785461e-02,-7.455574721097946167e-02
-1.529642045497894287e-01,4.905603826045989990e-02,-1.941920444369316101e-02,-7.747893035411834717e-02,6.855816394090652466e-02,-6.821817904710769653e-02
-1.610797941684722900e-01,4.070618748664855957e-02,-1.389780919998884201e-02,-9.539908170700073242e-02,7.633003592491149902e-02,-6.166840344667434692e-02
-1.692253053188323975e-01,3.239991143345832825e-02,-8.638185448944568634e-03,-1.134365648031234741e-01,8.405470103025436401e-02,-5.495279282331466675e-02
-1.773868799209594727e-01,2.412906661629676819e-02,-3.614664776250720024e-03,-1.315655410289764404e-01,9.174031764268875122e-02,-4.810887947678565979e-02
-1.855560988187789917e-01,1.588869094848632812e-02,1.197747886180877686e-03,-1.497636735439300537e-01,9.938994795083999634e-02,-4.116670042276382446e-02
-1.937278509140014648e-01,7.675953209400177002e-03,5.822318140417337418e-03,-1.680120229721069336e-01,1.070036739110946655e-01,-3.415007144212722778e-02
-1.842224597930908203e-01,2.209418453276157379e-02,4.262864589691162109e-03,-1.698270589113235474e-01,1.165862530469894409e-01,-3.025406971573829651e-02
-1.836987584829330444e-01,3.326860070228576660e-02,3.308334853500127792e-03,-1.651475727558135986e-01,1.266332566738128662e-01,-2.757992222905158997e-02
-1.848784089088439941e-01,4.458031430840492249e-02,4.031083546578884125e-03,-1.588862836360931396e-01,1.356153339147567749e-01,-2.577009052038192749e-02
-1.867729723453521729e-01,5.622492730617523193e-02,6.106032989919185638e-03,-1.518379747867584229e-01,1.436408162117004395e-01,-2.462095022201538086e-02
-1.891328394412994385e-01,6.809939444065093994e-02,9.173437952995300293e-03,-1.442790925502777100e-01,1.509201824665069580e-01,-2.398468554019927979e-02
-1.918286383152008057e-01,8.010262250900268555e-02,1.295658946037292480e-02,-1.363784521818161011e-01,1.576206684112548828e-01,-2.374946326017379761e-02
-1.947723329067230225e-01,9.215899556875228882e-02,1.725174672901630402e-02,-1.282562017440795898e-01,1.638659536838531494e-01,-2.383015863597393036e-02
-1.979008913040161133e-01,1.042139083147048950e-01,2.190990187227725983e-02,-1.200002059340476990e-01,1.697469502687454224e-01,-2.416162192821502686e-02
-2.011690735816955566e-01,1.162284016609191895e-01,2.682226896286010742e-02,-1.116749793291091919e-01,1.753307729959487915e-01,-2.469389140605926514e-02
-2.045440077781677246e-01,1.281747967004776001e-01,3.190949559211730957e-02,-1.033280789852142334e-01,1.806671917438507080e-01,-2.538830041885375977e-02
-2.013724148273468018e-01,1.387123465538024902e-01,3.618440777063369751e-02,-8.098433911800384521e-02,1.809347271919250488e-01,-2.285519801080226898e-02
-1.943579614162445068e-01,1.512166112661361694e-01,4.146028310060501099e-02,-6.150691956281661987e-02,1.799629330635070801e-01,-2.101813070476055145e-02
-1.871752738952636719e-01,1.638471782207489014e-01,4.676000773906707764e-02,-4.254329577088356018e-02,1.787798851728439331e-01,-1.980439200997352600e-02
-1.802686154842376709e-01,1.763901263475418091e-01,5.195361375808715820e-02,-2.382179163396358490e-02,1.775163114070892334e-01,-1.913793198764324188e-02
-1.736862063407897949e-01,1.888277083635330200e-01,5.701806023716926575e-02,-5.321049597114324570e-03,1.761953532695770264e-01,-1.895201392471790314e-02
-1.674270331859588623e-01,2.011653482913970947e-01,6.194675713777542114e-02,1.295270957052707672e-02,1.748278588056564331e-01,-1.918882131576538086e-02
-1.614839434623718262e-01,2.134103775024414062e-01,6.673783808946609497e-02,3.099255263805389404e-02,1.734235882759094238e-01,-1.979811117053031921e-02
-1.558490544557571411e-01,2.255697101354598999e-01,7.139234244823455811e-02,4.879365488886833191e-02,1.719920337200164795e-01,-2.073610387742519379e-02
-1.505147516727447510e-01,2.376494258642196655e-01,7.591352611780166626e-02,6.635324656963348389e-02,1.705420017242431641e-01,-2.196464501321315765e-02
-1.454734951257705688e-01,2.496547549962997437e-01,8.030640333890914917e-02,8.367030322551727295e-02,1.690817475318908691e-01,-2.345018461346626282e-02
-1.628767848014831543e-01,2.410083115100860596e-01,9.064321964979171753e-02,6.912065297365188599e-02,1.719529926776885986e-01,-2.695504017174243927e-02
-1.776446402072906494e-01,2.328963577747344971e-01,9.928606450557708740e-02,5.216969549655914307e-02,1.757746040821075439e-01,-2.866445109248161316e-02
-1.914645135402679443e-01,2.246822565793991089e-01,1.063518747687339783e-01,3.411643579602241516e-02,1.806088984012603760e-01,-2.892940491437911987e-02
