X0,X1,X2,X3,X4,X5,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,U0,U1,U2
1.630004644393920898e-01,5.488063767552375793e-02,1.734585762023925781e-01,-9.037278592586517334e-02,1.112949103116989136e-02,-2.082885801792144775e-01,4.314927458763122559e-01,-5.189646035432815552e-04,1.287557743489742279e-02,1.123763620853424072e-03,2.447944693267345428e-02,3.755996469408273697e-03,-1.837808340787887573e-01,-9.153516590595245361e-02,3.210282325744628906e-01,2.202685742053709927e-01,1.264242405431839980e-02,3.160606013579599960e+01
1.590020358562469482e-01,4.881541058421134949e-02,1.763084530830383301e-01,-9.941818565130233765e-02,7.124483585357666016e-03,-2.035968005657196045e-01,4.273567199707031250e-01,-1.881858333945274353e-04,1.101486943662166595e-02,3.387764096260070801e-03,1.871143095195293427e-02,3.537365701049566269e-03,-1.868571341037750244e-01,-5.507265031337738037e-02,3.238100111484527588e-01,2.202685742053709927e-01,1.264242405431839980e-02,3.160606013579599960e+01
1.572786569595336914e-01,5.179024860262870789e-02,1.694051772356033325e-01,-9.290430694818496704e-02,8.135445415973663330e-03,-1.983739137649536133e-01,4.154449105262756348e-01,-9.303358383476734161e-04,1.160904392600059509e-02,5.157999694347381592e-03,1.977117545902729034e-02,3.353732172399759293e-03,-1.783964633941650391e-01,-7.122683525085449219e-02,3.130742013454437256e-01,2.340870137674679885e-01,1.334259239593039992e-02,3.267109897507810246e+01
1.539988815784454346e-01,4.592159762978553772e-02,1.653042882680892944e-01,-9.275434911251068115e-02,8.746966719627380371e-03,-1.897022426128387451e-01,4.020120203495025635e-01,-1.770860049873590469e-03,1.016773656010627747e-02,5.908079445362091064e-03,1.367735303938388824e-02,2.823493909090757370e-03,-1.800013482570648193e-01,-5.753195285797119141e-02,3.000807464122772217e-01,2.468430336932619928e-01,1.397613039571569959e-02,3.387414293286720124e+01
1.484903395175933838e-01,4.388257488608360291e-02,1.612871736288070679e-01,-8.974666148424148560e-02,1.176573336124420166e-02,-1.821484267711639404e-01,3.867081701755523682e-01,-2.566781826317310333e-03,1.041835639625787735e-02,6.511442363262176514e-03,1.298033539205789566e-02,2.846813760697841644e-03,-1.820412278175354004e-01,-5.653877556324005127e-02,2.866154909133911133e-01,2.586182990371890256e-01,1.454937725435910024e-02,3.511069242653209699e+01
1.502571702003479004e-01,4.175425320863723755e-02,1.594026684761047363e-01,-8.698420226573944092e-02,1.473636925220489502e-02,-1.791759133338928223e-01,3.836234509944915771e-01,-3.265864681452512741e-03,1.021810341626405716e-02,6.418868899345397949e-03,9.553145617246627808e-03,2.542736008763313293e-03,-1.868389397859573364e-01,-6.191779673099517822e-02,2.785614430904388428e-01,2.605801250078850217e-01,1.464375440203249945e-02,3.532359969386089915e+01
1.533017307519912720e-01,4.388056695461273193e-02,1.556371003389358521e-01,-8.112671971321105957e-02,1.631830632686614990e-02,-1.777479946613311768e-01,3.816541433334350586e-01,-3.985292278230190277e-03,1.057239063084125519e-02,6.631664931774139404e-03,8.800932206213474274e-03,2.179923467338085175e-03,-1.833292096853256226e-01,-8.059115707874298096e-02,2.726424336433410645e-01,2.605801250078850217e-01,1.464375440203249945e-02,3.532359969386089915e+01
1.507942378520965576e-01,3.686990961432456970e-02,1.545455157756805420e-01,-7.591435313224792480e-02,2.320121228694915771e-02,-1.692914366722106934e-01,3.684435486793518066e-01,-5.520629696547985077e-03,1.022997777909040451e-02,3.023125231266021729e-03,2.887291600927710533e-03,1.907574245706200600e-03,-1.970099359750747681e-01,-8.148239552974700928e-02,2.543486356735229492e-01,2.694882636994210268e-01,1.506807428194529945e-02,3.629668357025799708e+01
1.461281329393386841e-01,3.372789174318313599e-02,1.537114977836608887e-01,-6.736588478088378906e-02,3.138063102960586548e-02,-1.652875989675521851e-01,3.567007482051849365e-01,-6.752507761120796204e-03,1.131763402372598648e-02,-3.598123788833618164e-03,4.537871107459068298e-03,2.195226028561592102e-03,-2.076647579669952393e-01,-9.604717791080474854e-02,2.384126186370849609e-01,2.795224968522089792e-01,1.553741014761179928e-02,3.736388646907899869e+01
1.468770354986190796e-01,2.863147854804992676e-02,1.584745496511459351e-01,-6.285788863897323608e-02,3.724797070026397705e-02,-1.649275422096252441e-01,3.566569983959197998e-01,-7.556750904768705368e-03,1.130739226937294006e-02,-1.123596727848052979e-02,1.618772512301802635e-03,2.282974077388644218e-03,-2.222934365272521973e-01,-1.025226935744285583e-01,2.322763800621032715e-01,2.795224968522089792e-01,1.553741014761179928e-02,3.736388646907899869e+01
1.429578959941864014e-01,2.625415474176406860e-02,1.559163033962249756e-01,-5.520503968000411987e-02,4.378710687160491943e-02,-1.593118309974670410e-01,3.438233435153961182e-01,-8.802590891718864441e-03,1.213690545409917831e-02,-1.507768779993057251e-02,1.806346466764807701e-03,2.352438401430845261e-03,-2.292032390832901001e-01,-1.150736808776855469e-01,2.164295911788940430e-01,2.887853467979349942e-01,1.596208887285570019e-02,3.829024490453210205e+01
1.417774856090545654e-01,2.215043455362319946e-02,1.546996235847473145e-01,-4.666969180107116699e-02,5.214050412178039551e-02,-1.540312170982360840e-01,3.339199423789978027e-01,-1.037969812750816345e-02,1.275902055203914642e-02,-2.015084028244018555e-02,-5.559539422392845154e-04,2.272158861160278320e-03,-2.415580749511718750e-01,-1.304249763488769531e-01,1.992077082395553589e-01,2.973359286570990134e-01,1.634634648967750112e-02,3.898885161279749667e+01
1.377394050359725952e-01,2.236572653055191040e-02,1.547317206859588623e-01,-4.275528341531753540e-02,5.375698953866958618e-02,-1.522385478019714355e-01,3.266784250736236572e-01,-1.060554385185241699e-02,1.332568190991878510e-02,-2.344169467687606812e-02,2.029117196798324585e-03,2.582113491371273994e-03,-2.409066706895828247e-01,-1.361059844493865967e-01,1.948775500059127808e-01,3.052291181181400193e-01,1.669403763345289962e-02,3.942871318313829931e+01
