X0,X1,X2,X3,Y0,Y1,Y2,Y3,U0,U1,U2,U3
1.359405815601348877e-01,1.133137345314025879e-01,-1.702830195426940918e-01,2.504552602767944336e-01,-2.072638273239135742e+00,2.987289428710937500e-02,2.507061243057250977e+00,-3.606126308441162109e+00,-2.404361241348101252e+00,-2.950602645335092394e-02,1.706636253620638977e+00,-4.017817287427491557e+00
1.331417858600616455e-01,1.123539209365844727e-01,-1.727828830480575562e-01,2.507550120353698730e-01,-2.074435710906982422e+00,-4.839062690734863281e-03,2.521705389022827148e+00,-3.617080688476562500e+00,-2.404388347789881308e+00,-6.701603584078834330e-02,1.756828755870746717e+00,-4.008996490083630349e+00
1.303472816944122314e-01,1.114953160285949707e-01,-1.752050817012786865e-01,2.509533762931823730e-01,-2.076380729675292969e+00,-3.990054130554199219e-02,2.536081314086914062e+00,-3.627101421356201172e+00,-2.404406975637244592e+00,-1.044923928395354029e-01,1.806017403281527045e+00,-3.999975387383797099e+00
1.275594532489776611e-01,1.107358336448669434e-01,-1.775501519441604614e-01,2.510541081428527832e-01,-2.078476428985595703e+00,-7.526993751525878906e-02,2.550189733505249023e+00,-3.636214256286621094e+00,-2.404417691314005179e+00,-1.419142948193536924e-01,1.854214493083699455e+00,-3.990757994201697301e+00
1.247810423374176025e-01,1.100735068321228027e-01,-1.798186600208282471e-01,2.510613799095153809e-01,-2.080727815628051758e+00,-1.109014749526977539e-01,2.564033985137939453e+00,-3.644450902938842773e+00,-2.404421047601809747e+00,-1.792613676278000112e-01,1.901432432071156198e+00,-3.981348293915777603e+00
1.220137774944305420e-01,1.095056533813476562e-01,-1.820108592510223389e-01,2.509782910346984863e-01,-2.083129882812500000e+00,-1.467550992965698242e-01,2.577607870101928711e+00,-3.651825904846191406e+00,-2.404417571804511766e+00,-2.165140920877411113e-01,1.947683521425267905e+00,-3.971750221978101347e+00
1.192601621150970459e-01,1.090307235717773438e-01,-1.841275840997695923e-01,2.508081197738647461e-01,-2.085685729980468750e+00,-1.827945709228515625e-01,2.590916156768798828e+00,-3.658369541168212891e+00,-2.404407765918663564e+00,-2.536538019320620507e-01,1.992979956714901579e+00,-3.961967665914346792e+00
1.165215671062469482e-01,1.086461544036865234e-01,-1.861693263053894043e-01,2.505548596382141113e-01,-2.088397502899169922e+00,-2.189804315567016602e-01,2.603958368301391602e+00,-3.664104461669921875e+00,-2.404392096833004366e+00,-2.906635952421278701e-01,2.037333771748515154e+00,-3.952004402001466854e+00
1.138003170490264893e-01,1.083500981330871582e-01,-1.881368309259414673e-01,2.502215206623077393e-01,-2.091264724731445312e+00,-2.552767992019653320e-01,2.616736412048339844e+00,-3.669055938720703125e+00,-2.404371012090142923e+00,-3.275269649373411252e-01,2.080756922795028885e+00,-3.941864190250089717e+00
1.110974848270416260e-01,1.081399917602539062e-01,-1.900309920310974121e-01,2.498112618923187256e-01,-2.094285249710083008e+00,-2.916530370712280273e-01,2.629250049591064453e+00,-3.673244237899780273e+00,-2.404344939119005264e+00,-3.642278662110683962e-01,2.123261284307457863e+00,-3.931550769581764193e+00
1.084151566028594971e-01,1.080133914947509766e-01,-1.918524801731109619e-01,2.493275701999664307e-01,-2.097456216812133789e+00,-3.280686140060424805e-01,2.641498804092407227e+00,-3.676695585250854492e+00,-2.404314277459999261e+00,-4.007514604352779841e-01,2.164858603142950422e+00,-3.921067806199304062e+00
1.057545244693756104e-01,1.079682707786560059e-01,-1.936022490262985229e-01,2.487732172012329102e-01,-2.100777149200439453e+00,-3.644976615905761719e-01,2.653484821319580078e+00,-3.679430246353149414e+00,-2.404279402598108462e+00,-4.370838085656787442e-01,2.205560517400562581e+00,-3.910418914831625958e+00
1.031167209148406982e-01,1.080024242401123047e-01,-1.952811777591705322e-01,2.481514215469360352e-01,-2.104248523712158203e+00,-4.009100198745727539e-01,2.665210485458374023e+00,-3.681472301483154297e+00,-2.404240686844767882e+00,-4.732108614914430911e-01,2.245378617701546453e+00,-3.899607682973437406e+00
1.005021631717681885e-01,1.081128716468811035e-01,-1.968900263309478760e-01,2.474650442600250244e-01,-2.107862949371337891e+00,-4.372781515121459961e-01,2.676672220230102539e+00,-3.682836532592773438e+00,-2.404198583023675617e+00,-5.091142747751038478e-01,2.284324700734782443e+00,-3.888637771176230995e+00
9.791228175163269043e-02,1.082972288131713867e-01,-1.984299719333648682e-01,2.467169761657714844e-01,-2.111616373062133789e+00,-4.735738039016723633e-01,2.687871456146240234e+00,-3.683546066284179688e+00,-2.404153354697520673e+00,-5.447847791034148290e-01,2.322409957691653482e+00,-3.877512592030176730e+00
9.534797072410583496e-02,1.085534095764160156e-01,-1.999018788337707520e-01,2.459098994731903076e-01,-2.115507841110229492e+00,-5.097712278366088867e-01,2.698809623718261719e+00,-3.683621406555175781e+00,-2.404105312279619433e+00,-5.802105803102104442e-01,2.359645678778883759e+00,-3.866235588837211967e+00
9.281012415885925293e-02,1.088793277740478516e-01,-2.013068795204162598e-01,2.450463473796844482e-01,-2.119533777236938477e+00,-5.458484888076782227e-01,2.709489345550537109e+00,-3.683083534240722656e+00,-2.404054746976978407e+00,-6.153806235486304343e-01,2.396043054886727752e+00,-3.854810157160071249e+00
9.029951691627502441e-02,1.092721819877624512e-01,-2.026461511850357056e-01,2.441295385360717773e-01,-2.123690843582153320e+00,-5.817790031433105469e-01,2.719912052154541016e+00,-3.681955099105834961e+00,-2.404001931286950722e+00,-6.502845933231019560e-01,2.431613177589027952e+00,-3.843239644822281420e+00
8.781644701957702637e-02,1.097295880317687988e-01,-2.039204388856887817e-01,2.431616783142089844e-01,-2.127972364425659180e+00,-6.175410747528076172e-01,2.730075359344482422e+00,-3.680249214172363281e+00,-2.403947171978666031e+00,-6.849091393789082938e-01,2.466366396661541227e+00,-3.831527413494831169e+00
8.536109328269958496e-02,1.102489829063415527e-01,-2.051310539245605469e-01,2.421454191207885742e-01,-2.132373809814453125e+00,-6.531162261962890625e-01,2.739981889724731445e+00,-3.677985191345214844e+00,-2.403890718893485268e+00,-7.192443390752290000e-01,2.500313421543931547e+00,-3.819676733112808975e+00
8.293434977531433105e-02,1.108283996582031250e-01,-2.062789201736450195e-01,2.410830259323120117e-01,-2.136892080307006836e+00,-6.884833574295043945e-01,2.749632120132446289e+00,-3.675181627273559570e+00,-2.403832786092433782e+00,-7.532823347626508292e-01,2.533465088069242199e+00,-3.807690804236130599e+00
8.053693175315856934e-02,1.114662289619445801e-01,-2.073650360107421875e-01,2.399765253067016602e-01,-2.141525030136108398e+00,-7.236249446868896484e-01,2.759029626846313477e+00,-3.671856403350830078e+00,-2.403773589609058181e+00,-7.870146441983488783e-01,2.565831900706850632e+00,-3.795572801928964513e+00
7.816877961158752441e-02,1.121585965156555176e-01,-2.083911001682281494e-01,2.388293445110321045e-01,-2.146262645721435547e+00,-7.585185766220092773e-01,2.768174648284912109e+00,-3.668032646179199219e+00,-2.403713330329555475e+00,-8.204334160856889824e-01,2.597424246396759617e+00,-3.783325855262126503e+00
7.583031058311462402e-02,1.129044890403747559e-01,-2.093576788902282715e-01,2.376426756381988525e-01,-2.151103258132934570e+00,-7.931519746780395508e-01,2.777068138122558594e+00,-3.663720130920410156e+00,-2.403652204589659114e+00,-8.535305071176541025e-01,2.628252370451497733e+00,-3.770953068980506195e+00
7.352098822593688965e-02,1.137009859085083008e-01,-2.102660536766052246e-01,2.364190518856048584e-01,-2.156039953231811523e+00,-8.275115489959716797e-01,2.785709857940673828e+00,-3.658935070037841797e+00,-2.403590438108596405e+00,-8.862943020875665434e-01,2.658326293665679074e+00,-3.758457598032861835e+00
7.124158740043640137e-02,1.145455837249755859e-01,-2.111175656318664551e-01,2.351605296134948730e-01,-2.161063671112060547e+00,-8.615781068801879883e-01,2.794099807739257812e+00,-3.653694152832031250e+00,-2.403528168099129836e+00,-9.187206066710446040e-01,2.687656096599772226e+00,-3.745842391962062479e+00
6.899198889732360840e-02,1.154368519783020020e-01,-2.119130194187164307e-01,2.338691949844360352e-01,-2.166176080703735352e+00,-8.953403234481811523e-01,2.802243232727050781e+00,-3.648014545440673828e+00,-2.403465549704551840e+00,-9.508030043783408658e-01,2.716251667795815283e+00,-3.733110421293420078e+00
6.677249073982238770e-02,1.163722872734069824e-01,-2.126537114381790161e-01,2.325471639633178711e-01,-2.171369075775146484e+00,-9.287824630737304688e-01,2.810140609741210938e+00,-3.641912221908569336e+00,-2.403402726182932270e+00,-9.825355999146477837e-01,2.744122775418639915e+00,-3.720264613119437236e+00
6.458297371864318848e-02,1.173502206802368164e-01,-2.133405953645706177e-01,2.311960458755493164e-01,-2.176639318466186523e+00,-9.618954658508300781e-01,2.817793607711791992e+00,-3.635400533676147461e+00,-2.403339829426472729e+00,-1.013913019423109851e+00,2.771279067255903339e+00,-3.707307851099804097e+00
6.242325901985168457e-02,1.183670163154602051e-01,-2.139755040407180786e-01,2.298182845115661621e-01,-2.181972503662109375e+00,-9.946644306182861328e-01,2.825200796127319336e+00,-3.628496646881103516e+00,-2.403277004547873297e+00,-1.044927250146683972e+00,2.797730477490376622e+00,-3.694243069499219434e+00
6.029286980628967285e-02,1.194218397140502930e-01,-2.145590186119079590e-01,2.284150719642639160e-01,-2.187370777130126953e+00,-1.027086377143859863e+00,2.832366228103637695e+00,-3.621209621429443359e+00,-2.403214366457298912e+00,-1.075573189947517827e+00,2.823486511919325537e+00,-3.681073087944051636e+00
5.819228291511535645e-02,1.205124855041503906e-01,-2.150920927524566650e-01,2.269884347915649414e-01,-2.192827224731445312e+00,-1.059142589569091797e+00,2.839289426803588867e+00,-3.613554477691650391e+00,-2.403152013056684133e+00,-1.105847183976874204e+00,2.848556436855912199e+00,-3.667800655092661621e+00
5.612072348594665527e-02,1.216361522674560547e-01,-2.155763357877731323e-01,2.255403399467468262e-01,-2.198332548141479492e+00,-1.090828657150268555e+00,2.845972061157226562e+00,-3.605546236038208008e+00,-2.403090040756738599e+00,-1.135745029563810071e+00,2.872949535864723902e+00,-3.654428507987641961e+00
5.407890677452087402e-02,1.227923631668090820e-01,-2.160124480724334717e-01,2.240719795227050781e-01,-2.203889369964599609e+00,-1.122135281562805176e+00,2.852419614791870117e+00,-3.597198963165283203e+00,-2.403028537331799441e+00,-1.165262957978519864e+00,2.896674983369472933e+00,-3.640959342836396662e+00
5.206593871116638184e-02,1.239778399467468262e-01,-2.164018005132675171e-01,2.225854694843292236e-01,-2.209485054016113281e+00,-1.153052091598510742e+00,2.858629703521728516e+00,-3.588524341583251953e+00,-2.402967582920984224e+00,-1.194397166502588981e+00,2.919741902047925830e+00,-3.627395831319376818e+00
5.008158087730407715e-02,1.251910328865051270e-01,-2.167455255985260010e-01,2.210819721221923828e-01,-2.215115547180175781e+00,-1.183576822280883789e+00,2.864604711532592773e+00,-3.579533576965332031e+00,-2.402907251519416310e+00,-1.223142280118012515e+00,2.942159551424457398e+00,-3.613740674176972423e+00
4.812541604042053223e-02,1.264297962188720703e-01,-2.170447409152984619e-01,2.195635139942169189e-01,-2.220775842666625977e+00,-1.213700056076049805e+00,2.870346784591674805e+00,-3.570240497589111328e+00,-2.402847606111339740e+00,-1.251496341829489101e+00,2.963936715978461756e+00,-3.599996427346003447e+00
4.619762301445007324e-02,1.276931166648864746e-01,-2.173000723123550415e-01,2.180308103561401367e-01,-2.226462125778198242e+00,-1.243415355682373047e+00,2.875856637954711914e+00,-3.560652256011962891e+00,-2.402788704168786094e+00,-1.279456476536996679e+00,2.985082236887267371e+00,-3.586165653049710134e+00
4.429754614830017090e-02,1.289786100387573242e-01,-2.175132036209106445e-01,2.164857089519500732e-01,-2.232167720794677734e+00,-1.272721052169799805e+00,2.881138324737548828e+00,-3.550786018371582031e+00,-2.402730596542173469e+00,-1.307020091416136953e+00,3.005604864826270539e+00,-3.572250877972205529e+00
4.242482781410217285e-02,1.302847266197204590e-01,-2.176846414804458618e-01,2.149296700954437256e-01,-2.237889766693115234e+00,-1.301607847213745117e+00,2.886191606521606445e+00,-3.540649414062500000e+00,-2.402673327851684082e+00,-1.334184864449555308e+00,3.025513261381757246e+00,-3.558254593659947673e+00
4.057940840721130371e-02,1.316094994544982910e-01,-2.178159356117248535e-01,2.133637368679046631e-01,-2.243618249893188477e+00,-1.330073833465576172e+00,2.891018390655517578e+00,-3.530254364013671875e+00,-2.402616936869691688e+00,-1.360948732940534089e+00,3.044816000463882677e+00,-3.544179256923202459e+00
3.876087069511413574e-02,1.329516172409057617e-01,-2.179078906774520874e-01,2.117895483970642090e-01,-2.249354124069213867e+00,-1.358114004135131836e+00,2.895623207092285156e+00,-3.519613742828369141e+00,-2.402561456893669511e+00,-1.387309882008330275e+00,3.063521569719581450e+00,-3.530027290237514936e+00
3.696855902671813965e-02,1.343089938163757324e-01,-2.179615348577499390e-01,2.102079391479492188e-01,-2.255086183547973633e+00,-1.385726451873779297e+00,2.900002717971801758e+00,-3.508732080459594727e+00,-2.402506916109121260e+00,-1.413266733063445413e+00,3.081638371945442767e+00,-3.515801082145173062e+00
3.520241379737854004e-02,1.356802582740783691e-01,-2.179778516292572021e-01,2.086205482482910156e-01,-2.260813951492309570e+00,-1.412904024124145508e+00,2.904162645339965820e+00,-3.497624397277832031e+00,-2.402453337942036971e+00,-1.438817932262175914e+00,3.099174726500677046e+00,-3.501502987656678556e+00
3.346171975135803223e-02,1.370639801025390625e-01,-2.179578542709350586e-01,2.070279717445373535e-01,-2.266530752182006836e+00,-1.439650774002075195e+00,2.908102989196777344e+00,-3.486295223236083984e+00,-2.402400741400467776e+00,-1.463962338939517327e+00,3.116138870720016829e+00,-3.487135328652214206e+00
3.174629807472229004e-02,1.384584903717041016e-01,-2.179024368524551392e-01,2.054316699504852295e-01,-2.272232532501220703e+00,-1.465959787368774414e+00,2.911825656890869141e+00,-3.474756717681884766e+00,-2.402349142460136644e+00,-1.488698755790618833e+00,3.132538850389835705e+00,-3.472700400670567511e+00
3.005567193031311035e-02,1.398618221282958984e-01,-2.178129106760025024e-01,2.038328349590301514e-01,-2.277911186218261719e+00,-1.491829514503479004e+00,2.915332078933715820e+00,-3.463019132614135742e+00,-2.402298556068833690e+00,-1.513025426652119476e+00,3.148382310610812418e+00,-3.458200485433562399e+00
2.838912606239318848e-02,1.412737369537353516e-01,-2.176896482706069946e-01,2.022323608398437500e-01,-2.283572196960449219e+00,-1.517262697219848633e+00,2.918628215789794922e+00,-3.451088428497314453e+00,-2.402248987104265598e+00,-1.536942351642655025e+00,3.163677496674844658e+00,-3.443637793700892402e+00
2.674660086631774902e-02,1.426914334297180176e-01,-2.175340950489044189e-01,2.006311118602752686e-01,-2.289197921752929688e+00,-1.542252898216247559e+00,2.921708345413208008e+00,-3.438973188400268555e+00,-2.402200440294777195e+00,-1.560448961456163852e+00,3.178432261230828004e+00,-3.429014522917848140e+00
2.512732148170471191e-02,1.441143751144409180e-01,-2.173466682434082031e-01,1.990303099155426025e-01,-2.294793367385864258e+00,-1.566801309585571289e+00,2.924578666687011719e+00,-3.426680564880371094e+00,-2.402152917432673007e+00,-1.583544820223985905e+00,3.192654372760141968e+00,-3.414332839936883968e+00
2.353087067604064941e-02,1.455407142639160156e-01,-2.171286940574645996e-01,1.974307000637054443e-01,-2.300348758697509766e+00,-1.590909242630004883e+00,2.927239418029785156e+00,-3.414219379425048828e+00,-2.402106417626218793e+00,-1.606229612592700029e+00,3.206351516466498186e+00,-3.399594881449214068e+00
2.195695042610168457e-02,1.469693779945373535e-01,-2.168811410665512085e-01,1.958332061767578125e-01,-2.305861473083496094e+00,-1.614577412605285645e+00,2.929694175720214844e+00,-3.401598453521728516e+00,-2.402060937536886431e+00,-1.628503130785392772e+00,3.219531295165675377e+00,-3.384802754416393000e+00
2.040490508079528809e-02,1.483989357948303223e-01,-2.166045010089874268e-01,1.942387819290161133e-01,-2.311327695846557617e+00,-1.637802124023437500e+00,2.931942462921142578e+00,-3.388822555541992188e+00,-2.402016471601616576e+00,-1.650365261647840809e+00,3.232201230175277828e+00,-3.369958536501911350e+00
1.887407898902893066e-02,1.498280167579650879e-01,-2.162997722625732422e-01,1.926484107971191406e-01,-2.316743373870849609e+00,-1.660585999488830566e+00,2.933986425399780273e+00,-3.375899553298950195e+00,-2.401973012239846383e+00,-1.671815973681298972e+00,3.244368762204596912e+00,-3.355064276502778942e+00
1.736411452293395996e-02,1.512554883956909180e-01,-2.159676551818847656e-01,1.910622715950012207e-01,-2.322101116180419922e+00,-1.682930231094360352e+00,2.935824632644653320e+00,-3.362830638885498047e+00,-2.401930550045098478e+00,-1.692855304063805244e+00,3.256041252244298523e+00,-3.340121994781116488e+00
1.587465405464172363e-02,1.526799201965332031e-01,-2.156094610691070557e-01,1.894816756248474121e-01,-2.327398300170898438e+00,-1.704836130142211914e+00,2.937462806701660156e+00,-3.349631309509277344e+00,-2.401889073960961074e+00,-1.713483345662466961e+00,3.267225982456217093e+00,-3.325133683695742359e+00
1.440486311912536621e-02,1.541011929512023926e-01,-2.152253091335296631e-01,1.879074573516845703e-01,-2.332641363143920898e+00,-1.726306319236755371e+00,2.938905715942382812e+00,-3.336304187774658203e+00,-2.401848541103461354e+00,-1.733702682652900506e+00,3.277930026213209391e+00,-3.310101268603361735e+00
1.295652985572814941e-02,1.555188298225402832e-01,-2.148163020610809326e-01,1.863397955894470215e-01,-2.337823867797851562e+00,-1.747333765029907227e+00,2.940156698226928711e+00,-3.322865009307861328e+00,-2.401808838491072962e+00,-1.753521718756064329e+00,3.288160071096013937e+00,-3.295026554683849973e+00
1.152744889259338379e-02,1.569309830665588379e-01,-2.143831104040145874e-01,1.847794651985168457e-01,-2.342939853668212891e+00,-1.767927885055541992e+00,2.941213846206665039e+00,-3.309311389923095703e+00,-2.401770023152748124e+00,-1.772935139341250910e+00,3.297923462717394116e+00,-3.279911541650162743e+00
1.011779904365539551e-02,1.583363413810729980e-01,-2.139267027378082275e-01,1.832275986671447754e-01,-2.347985744476318359e+00,-1.788083791732788086e+00,2.942079782485961914e+00,-3.295653820037841797e+00,-2.401732069442676032e+00,-1.791944181179915718e+00,3.307227121400611480e+00,-3.264758097463159814e+00
8.726507425308227539e-03,1.597344279289245605e-01,-2.134475111961364746e-01,1.816843152046203613e-01,-2.352960586547851562e+00,-1.807810068130493164e+00,2.942755937576293945e+00,-3.281892061233520508e+00,-2.401694950155320196e+00,-1.810550188541953709e+00,3.316077887019155845e+00,-3.249568062409275093e+00
7.353812456130981445e-03,1.611244082450866699e-01,-2.129460573196411133e-01,1.801500320434570312e-01,-2.357859611511230469e+00,-1.827103614807128906e+00,2.943242549896240234e+00,-3.268032073974609375e+00,-2.401658636650474410e+00,-1.828754605977429337e+00,3.324482519596362096e+00,-3.234343249444629809e+00
5.998522043228149414e-03,1.625049114227294922e-01,-2.124232947826385498e-01,1.786259412765502930e-01,-2.362681865692138672e+00,-1.845969200134277344e+00,2.943543195724487305e+00,-3.254081249237060547e+00,-2.401623098968236114e+00,-1.846558971112244762e+00,3.332447699904857785e+00,-3.219085444539155016e+00
4.660934209823608398e-03,1.638755202293395996e-01,-2.118803113698959351e-01,1.771123409271240234e-01,-2.367425918579101562e+00,-1.864411354064941406e+00,2.943663835525512695e+00,-3.240049839019775391e+00,-2.401588305933800349e+00,-1.863964907458739884e+00,3.339980030066130201e+00,-3.203796407020710113e+00
3.340512514114379883e-03,1.652346253395080566e-01,-2.113175243139266968e-01,1.756099462509155273e-01,-2.372083187103271484e+00,-1.882425546646118164e+00,2.943600177764892578e+00,-3.225939273834228516e+00,-2.401554225252033437e+00,-1.880974117242851795e+00,3.347086034149946876e+00,-3.188477869919200902e+00
2.036482095718383789e-03,1.665826439857482910e-01,-2.107347995042800903e-01,1.741185188293457031e-01,-2.376657962799072266e+00,-1.900020599365234375e+00,2.943354606628417969e+00,-3.211745738983154297e+00,-2.401520823591768661e+00,-1.897588374249425280e+00,3.353772158773954182e+00,-3.173131540310703436e+00
7.488429546356201172e-04,1.679177880287170410e-01,-2.101340889930725098e-01,1.726390719413757324e-01,-2.381142616271972656e+00,-1.917199134826660156e+00,2.942932605743408203e+00,-3.197486877441406250e+00,-2.401488066659760445e+00,-1.913809516687208001e+00,3.360044773703148913e+00,-3.157759099661576307e+00
-5.227625370025634766e-04,1.692402958869934082e-01,-2.095147967338562012e-01,1.711719632148742676e-01,-2.385541439056396484e+00,-1.933959007263183594e+00,2.942333936691284180e+00,-3.183158874511718750e+00,-2.401455923056313058e+00,-1.929640232723190962e+00,3.365910281308873930e+00,-3.142362195699737626e+00
-1.778781414031982422e-03,1.705493927001953125e-01,-2.088780701160430908e-01,1.697175502777099609e-01,-2.389852285385131836e+00,-1.950309038162231445e+00,2.941563367843627930e+00,-3.168770790100097656e+00,-2.401424368973657408e+00,-1.945084841058980052e+00,3.371375225530631958e+00,-3.126942434324634146e+00
-3.019005060195922852e-03,1.718440651893615723e-01,-2.082242667675018311e-01,1.682764887809753418e-01,-2.394069671630859375e+00,-1.966241717338562012e+00,2.940619707107543945e+00,-3.154326677322387695e+00,-2.401393360568721658e+00,-1.960143630601252518e+00,3.376445515959163757e+00,-3.111501440389865092e+00
-4.244595766067504883e-03,1.731237173080444336e-01,-2.075545191764831543e-01,1.668488383293151855e-01,-2.398193359375000000e+00,-1.981773138046264648e+00,2.939507961273193359e+00,-3.139831066131591797e+00,-2.401362862500140860e+00,-1.974818897865546319e+00,3.381127258472726105e+00,-3.096040793443156858e+00
-5.455583333969116211e-03,1.743879914283752441e-01,-2.068687677383422852e-01,1.654348969459533691e-01,-2.402221202850341797e+00,-1.996900081634521484e+00,2.938226699829101562e+00,-3.125284194946289062e+00,-2.401332839030958066e+00,-1.989112995299316955e+00,3.385426488846445814e+00,-3.080562048851087198e+00
-6.652355194091796875e-03,1.756364107131958008e-01,-2.061674296855926514e-01,1.640351414680480957e-01,-2.406153678894042969e+00,-2.011625289916992188e+00,2.936779260635375977e+00,-3.110689640045166016e+00,-2.401303254072206350e+00,-2.003028325401508436e+00,3.389349173514151659e+00,-3.065066738130580948e+00
