4.623573720455169678e-01,3.683579852804541588e-04,3.115548752248287201e-03,-3.733979165554046631e-02,7.224867120385169983e-03,8.974610827863216400e-04,-1.951733082532882690e-01,-9.413591027259826660e-02,-1.836119592189788818e-02
4.507959485054016113e-01,-2.394681796431541443e-04,4.674417432397603989e-03,-5.496470257639884949e-03,3.025665879249572754e-03,8.851526072248816490e-04,-1.866981238126754761e-01,-1.309650391340255737e-01,-2.397915348410606384e-02
4.478435814380645752e-01,-6.695609772577881813e-04,5.222551990300416946e-03,-9.428780525922775269e-03,3.191981464624404907e-03,9.411621722392737865e-04,-1.979779303073883057e-01,-1.379046291112899780e-01,-1.833822578191757202e-02
4.483100771903991699e-01,-9.609255939722061157e-04,5.387993995100259781e-03,-1.017904654145240784e-02,1.333050429821014404e-03,9.138393797911703587e-04,-2.061969637870788574e-01,-1.439165920019149780e-01,-1.279938966035842896e-02
4.482555985450744629e-01,-1.240275450982153416e-03,5.749860778450965881e-03,-9.814608842134475708e-03,6.511658430099487305e-04,9.284746483899652958e-04,-2.143182903528213501e-01,-1.501414030790328979e-01,-8.966546505689620972e-03
4.483275413513183594e-01,-1.508728601038455963e-03,5.985369440168142319e-03,-9.631626307964324951e-03,-5.930140614509582520e-04,9.217096958309412003e-04,-2.211894840002059937e-01,-1.558938622474670410e-01,-5.043387413024902344e-03
4.484756290912628174e-01,-1.767574576660990715e-03,6.229950580745935440e-03,-9.330039843916893005e-03,-1.659795641899108887e-03,9.200164349749684334e-04,-2.276726365089416504e-01,-1.614367663860321045e-01,-1.729577779769897461e-03
4.487055838108062744e-01,-2.016167389228940010e-03,6.435029208660125732e-03,-8.997440338134765625e-03,-2.840269356966018677e-03,9.127252269536256790e-04,-2.334816157817840576e-01,-1.667470782995223999e-01,1.197479665279388428e-03
4.489953517913818359e-01,-2.255106810480356216e-03,6.626415997743606567e-03,-8.610470220446586609e-03,-3.991521894931793213e-03,9.049454238265752792e-04,-2.388281375169754028e-01,-1.718653142452239990e-01,3.598455339670181274e-03
4.493377804756164551e-01,-2.484107855707406998e-03,6.795982364565134048e-03,-8.193120360374450684e-03,-5.164917558431625366e-03,8.947034948505461216e-04,-2.436909973621368408e-01,-1.767913997173309326e-01,5.503986030817031860e-03
4.494218230247497559e-01,-2.703241771087050438e-03,6.891095545142889023e-03,-8.066860958933830261e-03,-6.589353084564208984e-03,8.741203346289694309e-04,-2.477334886789321899e-01,-1.812455803155899048e-01,7.239509373903274536e-03
4.492047429084777832e-01,-2.764996606856584549e-03,6.951415911316871643e-03,-8.191393688321113586e-03,-6.706196814775466919e-03,8.777312468737363815e-04,-2.486183345317840576e-01,-1.823548972606658936e-01,8.326493203639984131e-03
