X0,X1,X2,X3,Y0,Y1,Y2,Y3,U0,U1,U2,U3
1.436483860015869141e-02,1.218956708908081055e-01,-2.949297428131103516e-03,4.438634812831878662e-01,-1.698142051696777344e+00,2.633349597454071045e-01,1.325655221939086914e+00,-2.231946229934692383e+00,-2.401265605206453824e+00,6.540359463804974460e-01,5.451801005381802234e-01,-4.141622126721892450e+00
1.832503080368041992e-02,1.225455105304718018e-01,-4.003219306468963623e-03,4.428893327713012695e-01,-1.683996915817260742e+00,2.700209915637969971e-01,1.320245385169982910e+00,-2.230977535247802734e+00,-2.401600191071540991e+00,6.213223977408121046e-01,6.168050650136983615e-01,-4.137440691947435134e+00
2.194356918334960938e-02,1.235699951648712158e-01,-5.206368863582611084e-03,4.418036341667175293e-01,-1.672356247901916504e+00,2.737048268318176270e-01,1.317564487457275391e+00,-2.231269359588623047e+00,-2.401910187200310354e+00,5.880191681363455825e-01,6.872247044065246113e-01,-4.132972796052186482e+00
2.523344755172729492e-02,1.249419301748275757e-01,-6.560042500495910645e-03,4.406201839447021484e-01,-1.663071632385253906e+00,2.745172977447509766e-01,1.317479968070983887e+00,-2.232806205749511719e+00,-2.402196607639132342e+00,5.541745457969667887e-01,7.564351392321484457e-01,-4.128223338172842816e+00
2.820801734924316406e-02,1.266361624002456665e-01,-8.065231144428253174e-03,4.393518567085266113e-01,-1.656003832817077637e+00,2.725828886032104492e-01,1.319866895675659180e+00,-2.235571622848510742e+00,-2.402460473439613331e+00,5.198336446632864094e-01,8.244381155772129155e-01,-4.123197197095653799e+00
3.088080883026123047e-02,1.286278218030929565e-01,-9.721741080284118652e-03,4.380097687244415283e-01,-1.651012182235717773e+00,2.680273354053497314e-01,1.324596643447875977e+00,-2.239540100097656250e+00,-2.402702843269845179e+00,4.850368492863861292e-01,8.912456263907289067e-01,-4.117899251027559160e+00
3.326493501663208008e-02,1.308929771184921265e-01,-1.152740418910980225e-02,4.366040825843811035e-01,-1.647964239120483398e+00,2.609784901142120361e-01,1.331540584564208984e+00,-2.244677066802978516e+00,-2.402924741425779054e+00,4.498277466345256270e-01,9.568628927426818809e-01,-4.112334389042925586e+00
3.537237644195556641e-02,1.334093064069747925e-01,-1.348123699426651001e-02,4.351449012756347656e-01,-1.646738529205322266e+00,2.515479326248168945e-01,1.340585231781005859e+00,-2.250958442687988281e+00,-2.403127118587171207e+00,4.142439902407528129e-01,1.021298013088316914e+00,-4.106507315476356723e+00
3.721606731414794922e-02,1.361552029848098755e-01,-1.557976752519607544e-02,4.336402714252471924e-01,-1.647212862968444824e+00,2.398571968078613281e-01,1.351608157157897949e+00,-2.258342981338500977e+00,-2.403310966353174205e+00,3.783269476214273785e-01,1.084558194802711650e+00,-4.100422873009331504e+00
3.880858421325683594e-02,1.391092836856842041e-01,-1.781877875328063965e-02,4.320976138114929199e-01,-1.649266958236694336e+00,2.260270863771438599e-01,1.364486932754516602e+00,-2.266785860061645508e+00,-2.403477250296046197e+00,3.421159516476275919e-01,1.146652238105417609e+00,-4.094085852416760929e+00
