-2.491150379180908203e+00,5.177333354949951172e-01,6.544318199157714844e-01,-3.805071115493774414e+00
-2.531016111373901367e+00,5.536721944808959961e-01,7.207885980606079102e-01,-3.799991369247436523e+00
-2.564824581146240234e+00,5.825629830360412598e-01,7.859896421432495117e-01,-3.795762777328491211e+00
-2.593132972717285156e+00,6.048149466514587402e-01,8.500808477401733398e-01,-3.792348861694335938e+00
-2.616444587707519531e+00,6.208067536354064941e-01,9.131145477294921875e-01,-3.789688587188720703e+00
-2.635229349136352539e+00,6.308895349502563477e-01,9.751278162002563477e-01,-3.787729263305664062e+00
-2.649924278259277344e+00,6.354886293411254883e-01,1.036128640174865723e+00,-3.786388874053955078e+00
-2.660974025726318359e+00,6.348944306373596191e-01,1.096189498901367188e+00,-3.785646677017211914e+00
-2.668729066848754883e+00,6.294962167739868164e-01,1.155294060707092285e+00,-3.785400629043579102e+00
-2.673512220382690430e+00,6.196290850639343262e-01,1.213458418846130371e+00,-3.785572052001953125e+00
-2.675728559494018555e+00,6.055615544319152832e-01,1.270758271217346191e+00,-3.786177873611450195e+00
-2.675585985183715820e+00,5.876591801643371582e-01,1.327124357223510742e+00,-3.787045478820800781e+00
-2.673381567001342773e+00,5.662077069282531738e-01,1.382591128349304199e+00,-3.788150548934936523e+00
-2.669432640075683594e+00,5.414164662361145020e-01,1.437243819236755371e+00,-3.789511442184448242e+00
-2.663880586624145508e+00,5.136437416076660156e-01,1.490972638130187988e+00,-3.790947914123535156e+00
-2.656990051269531250e+00,4.830923080444335938e-01,1.543860554695129395e+00,-3.792480230331420898e+00
-2.649006366729736328e+00,4.499613940715789795e-01,1.595946788787841797e+00,-3.794117927551269531e+00
-2.639979124069213867e+00,4.145482480525970459e-01,1.647132873535156250e+00,-3.795672893524169922e+00
-2.630200862884521484e+00,3.770336806774139404e-01,1.697501778602600098e+00,-3.797228097915649414e+00
-2.619801044464111328e+00,3.375755846500396729e-01,1.747082471847534180e+00,-3.798738956451416016e+00
-2.608911752700805664e+00,2.964146435260772705e-01,1.795843601226806641e+00,-3.800149202346801758e+00
-2.597623586654663086e+00,2.537373304367065430e-01,1.843775033950805664e+00,-3.801393508911132812e+00
-2.586065530776977539e+00,2.097041606903076172e-01,1.890884876251220703e+00,-3.802457094192504883e+00
-2.574329614639282227e+00,1.644837558269500732e-01,1.937170028686523438e+00,-3.803299903869628906e+00
-2.562483310699462891e+00,1.182340979576110840e-01,1.982625842094421387e+00,-3.803875923156738281e+00
-2.550638198852539062e+00,7.111999392509460449e-02,2.027245521545410156e+00,-3.804176568984985352e+00
-2.538856744766235352e+00,2.323734760284423828e-02,2.071056604385375977e+00,-3.804185152053833008e+00
-2.527213573455810547e+00,-2.528101205825805664e-02,2.114054679870605469e+00,-3.803889036178588867e+00
-2.515763282775878906e+00,-7.430243492126464844e-02,2.156232357025146484e+00,-3.803261756896972656e+00
-2.504573583602905273e+00,-1.237173080444335938e-01,2.197614908218383789e+00,-3.802301883697509766e+00
-2.493699312210083008e+00,-1.734588444232940674e-01,2.238215446472167969e+00,-3.801014661788940430e+00
-2.483165264129638672e+00,-2.233923673629760742e-01,2.278010368347167969e+00,-3.799362659454345703e+00
-2.472914934158325195e+00,-2.733766436576843262e-01,2.316952705383300781e+00,-3.797260999679565430e+00
-2.463048219680786133e+00,-3.233981728553771973e-01,2.355090141296386719e+00,-3.794755458831787109e+00
-2.453585863113403320e+00,-3.733214139938354492e-01,2.392417669296264648e+00,-3.791848897933959961e+00
-2.444532632827758789e+00,-4.231038391590118408e-01,2.428930282592773438e+00,-3.788497209548950195e+00
-2.435928106307983398e+00,-4.726818501949310303e-01,2.464661836624145508e+00,-3.784757852554321289e+00
-2.427745103836059570e+00,-5.219774842262268066e-01,2.499579429626464844e+00,-3.780561208724975586e+00
-2.419965505599975586e+00,-5.709069967269897461e-01,2.533659458160400391e+00,-3.775887966156005859e+00
-2.412651300430297852e+00,-6.194512844085693359e-01,2.566961526870727539e+00,-3.770794868469238281e+00
-2.405792236328125000e+00,-6.675414443016052246e-01,2.599457502365112305e+00,-3.765253782272338867e+00
-2.399400949478149414e+00,-7.151399850845336914e-01,2.631184101104736328e+00,-3.759291648864746094e+00
-2.393472671508789062e+00,-7.622209787368774414e-01,2.662136316299438477e+00,-3.752909660339355469e+00
-2.387915372848510742e+00,-8.086837530136108398e-01,2.692253351211547852e+00,-3.746020078659057617e+00
-2.382790088653564453e+00,-8.545329570770263672e-01,2.721591472625732422e+00,-3.738692522048950195e+00
-2.378097057342529297e+00,-8.997311592102050781e-01,2.750151872634887695e+00,-3.730929136276245117e+00
-2.373834371566772461e+00,-9.442674517631530762e-01,2.777961254119873047e+00,-3.722754478454589844e+00
-2.369983673095703125e+00,-9.881007671356201172e-01,2.805009365081787109e+00,-3.714158296585083008e+00
-2.366500139236450195e+00,-1.031205892562866211e+00,2.831277608871459961e+00,-3.705121040344238281e+00
-2.363364934921264648e+00,-1.073532462120056152e+00,2.856773853302001953e+00,-3.695635080337524414e+00
-2.360599517822265625e+00,-1.115110635757446289e+00,2.881521463394165039e+00,-3.685742139816284180e+00
-2.358175277709960938e+00,-1.155883312225341797e+00,2.905525445938110352e+00,-3.675443887710571289e+00
-2.356115818023681641e+00,-1.195884346961975098e+00,2.928818464279174805e+00,-3.664780855178833008e+00
